,Sentence,Label
1332,4 o'clock dinliyorum çok kötüyüm birazdan da sea dinliyecem,"uzgun"
1333,Bugün Süper komedi üçlemesi oldu önce insanlar alemi sonra iþler güçler þimdide leyla ile mecnun çok eðlendik ,"mutlu"
1334,Kanada: Afrin'deki askeri eylemlerin týrmanmasý endiþe verici ,"korku"
1335,Oha ödüm koptu o nasýl þiddetli gök gürlemesiysi o öyle,"korku"
1336,Yanlýþlýkla ön kamera açýldý irkildim amk ,"korku"
1337,Beni ýslatan araba sahibine sövüyorum :/ ,"kizgin"
1338,Týrnaðým kýrýldý diye mutsuzum yoksa baþka bir sebep falan deðil,"uzgun"
1339,"Yusuf çok sinirlendi, o bakýþ neydi öyle ürktüm.","korku"
1340,emin olma duygusunu çok özledim ya nereye elimi atsam hep þüphe,"uzgun"
1341,Bir sýðýrdan sonra böyle bir baþkan gelmesi þaþýrtýcý. Umarým baþarýlý olur.,"surpriz"
1342,Aslýnda moralim bozuk ama gülesim de geliyor,"uzgun"
1343,Bugün baya baya güneþ için endiþelendim,"korku"
1344,"büþra develi de ne karýymýþ, bu zamana kadar radarýma girmemiþ olmasý þaþkýnlýk verici","surpriz"
1345,Ya ben hala þoktayým kendime gelemedim,"surpriz"
1346,Kararlarým bana da sürpriz oluyor,"surpriz"
1347,Þaka yapýyorsun herhalde. Hangi mahkemede... .,"surpriz"
1348,Yanlýþlýkla ezhel þarkýsý ezberliyiyeceðim diye o kadar çok korkuyorum ki ..,"korku"
1349,Bugün tam bir kabus yaþýyorum,"korku"
1350,Sosyal medyada saçma sapan aþk acýsý yazýlarýný okumaktan býktým,"uzgun"
1351,Arkadaþ son 12 saat içinde 9 tas aþure nedir ya kendime hayret ettim þu an,"surpriz"
1352,Telefonumdan müzik dinlerken telefonumu kaybettim diye endiþelendim,"korku"
1353,Maçýn özeti korkak hoca maçý verdi. defol git Rýza,"kizgin"
1354,Þu an o kadar moralim bozuk ki. Kulaklýðýmý unutmuþum. Güne puaným -1.500 ,"uzgun"
1355,"Hangi birini izleyeceðimi þaþýrdým artýk, haftanýn 5 gününe daðýtýn þu dizileri ya ","surpriz"
1356,Cuma da amcanýn birinde babet çorap gördüm þok oldum ,"surpriz"
1357,Aykut hoca yeter artýk ya 2 on libero... Saldýr diyoruz senin yaptýðýna bak ya sövdüreceksin illa kendine,"kizgin"
1358,"Yine lig düþtük iyi mi, dertlendim bak","uzgun"
1359,Cumartesi günü ortaokuldan 2 arkadaþýmla buluþucam çok sevinçliyim,"mutlu"
1360,Çirkinlerin katlanýlabilecek hiçbir tarafý yok. uzgunüm..,"uzgun"
1361,Bugün 4 yaþýndaki yavrularýmý hayvan müzesine götürdük. Müzeye girdiðimde ben korktum çocuklar elimi tuttu ... ,"korku"
1362,Duvara senin ismini yazacaktým sonra beni tanýrlar diye korktum,"korku"
1363,Sýkýldým gidip biraz bilimsel makale okuyayým.,"uzgun"
1364,Cahil beyinliler çok bilmiþlik yapýyor ya sinir oluyorum abi,"kizgin"
1365,"Sinan tarihinin en kötü 2 periyodunu oynadi, þaþkýnlýk verici ya","surpriz"
1366,Anasayfam da özledim tweetleri görüyorum biri de beni özlesin... .,"uzgun"
1367,Þeytan diyor sat evi arabayý bitcoine para göm. 6 bin iken almadým piþmaným :(,"uzgun"
1368,"Epey güldüm. Iraklý bir antropologun naif batý kültürü üzerine ""araþtýrma""larý","mutlu"
1369,Aaa bir hoca kendinin cennetlik olduðunu söylemiþ. þaþýrdým mý hayýr,"surpriz"
1370,"Ýçinde zeytin olan ""zeytinli poðaça"" tükettim biraz önce hala þaþkýným","surpriz"
1371,"Oha ciddi olamazsýn, inanýlmaz ","surpriz"
1372,Bebeler ben hasta olucam üþüyorum baþým aðrýyor burnum aðrýyor halsizim mutsuzum benimle bir ilgilenin,"uzgun"
1373,korktun mu diye video çeken kýz ünlü olmuþ korktum,"korku"
1374,Sivas senden bir kez daha nefret ettim. ,"kizgin"
1375,Çaresizliðin anasýna bacýsýna sövüyorum bok kafalý çaresizlik,"kizgin"
1376,Dgslilerin sorunu ne integral ne trigonometri.Þimdi sen kaç yýl daha okuyacaksýn sorusu.Yoruldum anlatmaktan.,"uzgun"
1377,Birinden o kadar çabuk soðuyabiliyorum ki þaþkýným,"surpriz"
1378,Elektrikli battaniye mi?? Uçurumdan ip üstünde geçmek daha az korkutucu,"korku"
1379,Otobüs kartým tam çekmeye baþladý ve ben artýk öðrenci deðilim resmen kabus,"korku"
1380,Ciddi olamazsýn demden olduðunu bilmiyordum :(,"surpriz"
1381,Ece haným nereden buluyorsunuz bunlarý çok güldüm. Sen çok yaþa,"mutlu"
1382,"Aslý ve Ferhat, sizin aþk dolu bakýþlarýnýz adeta yýldýzlar gibi","mutlu"
1383,Eczacýlýk günümüz kutlu olsun meslekteki her günümde bugünkü heyecanýmý korumam dileðiyle ?????? ,"mutlu"
1384,Sýnavlara ýsrarla çalýþmýyorum ve yapamýyorum çok eðlenceli bir döngü,"mutlu"
1385,"Sensiz; mutsuzum, ziyaným, kayýbým ve ölü bir adamým..","uzgun"
1386,Komik olan ne biliyor musun senin þu inanýlmaz zekan — epey komik ,"mutlu"
1387,"Allah'ým kabuslarý dan uyandýr beni minik oðlumu kaybettim bir tatil beldesinde, hala arýyordum ve korkunçtu. Ne biçim günaydýn bu ya.","korku"
1388,Ben bu mavi balina olayýný yeni duydum þok oldum aklým almýyor bir insan oyunu býrakmayý nasýl baþaramaz.,"surpriz"
1389,Bugün benim doðum günüm ???? 21 de bitti ,"mutlu"
1390,Ýlk kar yaðdýðýnda yollar o kadar buz tutuyor ki araba sürmenin buz pateniyle kaymaktan farký kalmýyor kaza yapacam diye korkuyorum ,"korku"
1391,Sýnýfta ýslak mendil ve sakýz çýkarmaya korkuyorum,"korku"
1392,herþey için teþekkür ederim yine harikasýnýz ve iyi ki varsýnýz ,"mutlu"
1393,Boncuk sabah 5'den beri çok kötü kafayý yiyeceðim,"kizgin"
1394,Bu sefer yarým kalmaktan deðilde düþtüðüm yerde kalmaktan korkuyorum,"korku"
1395,"Ben Aþkýmý çok seviyorum, ve onu her daim yanýmda istiyorum :)","mutlu"
1396,Temizlik þirketlerinin çoðalmasý endiþe verici kimse evde temizlik yapmýyor mu? ,"korku"
1397,Dediler ki bahar erkeksi giyiniyorsun ben þok,"surpriz"
1398,"Bir de çocuklarýný köpek gibi bir tasma ile gezdiriyorlar, ilk gördüðümde resmen þoka uðradým ama sonra defalarca gördüm","surpriz"
1399,Okuldan ciddi anlamda nefret ediyorum eskiden arkadaþ var en azýndan derdim þimdi onlar da yok,"kizgin"
1400,"Bir ara herkes bu filmi izliyordu, ben herkes unutunca izleyeyim diyordum :) Çok sevdim, çok iyi","mutlu"
1401,Sizlerden birinin yardýmýyla kan bulundu hepinize teþekkür ederim.,"mutlu"
1402,Aç ve sinirliyim kurban olayým beni 1 hafta kadar yok sayýn,"kizgin"
1403,Verimli 1 telefon görüþmesi yaptým. Harika hissediyorum.,"mutlu"
1404,Lisenin bitmesinin verdiði hüzün.. ,"uzgun"
1405,Ya inanmýyorum. Hoseok canlý yayýn yapýyor ve ben okula gidiyorum.,"surpriz"
1406,O kadar bir korktum ki anlatamam,"korku"
1407,Ya ne zamandýr stalklýyorum yoksun öldün mü kaldýn mý endiþelendim,"korku"
1408,Minicik kuþumla kocaman insanlardan daha eðlenceli vakit geçiriyorum,"mutlu"
1409,Þu andan itibaren doðum günüme 2 gün var. Niye bu kadar heyecanla bekliyorsam :D:D ,"mutlu"
1410,Bugünden itibaren yeniden gözlüklü olabilirim uzgunüm,"uzgun"
1411,Ýçgüdümüz pompa yapmayý bize nasýl öðretti hayret,"surpriz"
1412,Bu hava beni mutsuz olmaya zorluyor ,"uzgun"
1413,Sen þu an ciddi olamazsýn,"surpriz"
1414,Güldü. Ben daha çok güldüm... ,"mutlu"
1415,Ay ýþýðýnda oturuyorduk bileðinden öptüm seni... Bu þiiri de þarkýyý da nedensiz seviyorum,"mutlu"
1416,Yakýn zamanda robotlar bizi geçecek bu çok korkunç sonumuzu getirecekler,"korku"
1417,Bu kadar hýzlý 'Tornistan' benim için bile sürpriz oldu,"surpriz"
1418,Dertlendim ve yanýmda bir insan yok çünkü iyi gün dostluðu,"uzgun"
1419,Günaydýn harika hissediyorum son 2 gündür :),"mutlu"
1420,Rüya da muðlaya gitmiþtim geri gelemiyodum çok korkunçtu ya,"korku"
1421,Parazitlerden korktum inþ kabus görmem amin,"korku"
1422,Çok ses annecim diye baðýracaðým þimdi þu televizyonun sesini kýs anne,"kizgin"
1423,"Bu nasýl diþ aðrýsý amk yanaðým ya, delireceðim yemin ederim","kizgin"
1424,Ben fake deðilim diye bas bas baðýracaðým þimdi,"kizgin"
1425,Þu hayatta beni güldürdüðün için teþekkür ederim zillim,"mutlu"
1426,Anasayfa þu an çok komik altýma edicem ,"mutlu"
1427,Babam faturamý ödemiþ Allah'ým çok mutluyum þu an yoksa bana girecekti kol gibi ,"mutlu"
1428,Az önce 7 tane halley yedim þu an harika hissediyorum :),"mutlu"
1429,kýz kimle yakýn arkadaþ olsa ona duygu besliyor Allah'ým delireceðim yareppim,"kizgin"
1430,Ýnsan saç kestirmekten korkar mý.. Korkuyorum yeminle. Ama kestirmem de lazým artýk.,"korku"
1431,O ne sesti ya ödüm koptu Allahtan kimseye biþey olmamýþ,"korku"
1432,"Sonuçta aþk, en acayip ve en buz gibi yürekleri bile eritir.","mutlu"
1433,2 gündür ders seçimi için bilgisayar baþýnda beklemekten bezdim,"uzgun"
1434,Adý Kübra olup açýk kýz gördüm hala þoktayým niye þoke oluyorsam,"surpriz"
1435,"Geçen gece bir kabus gördüm , lahmacuncular telefonlarýmý açmýyordu","korku"
1436,"Yaþ henüz 20, kýz evde kaldým diyor .. yok ben çýldýracaðým artýk, ne bu acele ?","kizgin"
1437,Herkesten o kadar bunaldým ki anlatamam,"uzgun"
1438,"Bugün operatörümü deðiþtirdim, çok moralim bozuk. Sanki Turkcell'i yarý yolda býrakýyormuþ gibi hissediyorum.","uzgun"
1439,Þu an yeni aldýðým renkli kalemlerle aþk yaþýyorum,"mutlu"
1440,Ev arkadaþýma küçük bir sürpriz yaptým ,"surpriz"
1441,Melek sandýðým þeytanýn maskesi düþünce þaþkýna döndüm,"surpriz"
1442,Kabus deðil ama kabus gibi rüya gördüm,"korku"
1443,Ve her acý insaný daha güçlü yapýyor. Çok yýprandým ama daha güçlüyüm.,"uzgun"
1444,Bugün Fotoðraf çekilme arkadaþým tarafýndan ekildim taksimin göbeðinde mutsuzum.,"uzgun"
1445,Tramvay beklerken minik 1 sürpriz yaptý ,"surpriz"
1446,Bende görünce çok þaþýrdým ama kesin olarak geçti yani oyun da deðil,"surpriz"
1447,Delireceðim kafayý yiyeceðim sus beynim sus,"kizgin"
1448,Dün akþamki harika PEACH performansýndan... ,"mutlu"
1449,Bir damar yoluna direk takýlan üç yolluya bir de sana sinir oluyorum kýzým,"kizgin"
1450,30 Aðustos Zafer Bayramýmýz kutlu olsun ?????? ,"mutlu"
1451,Ýçim daraldý yine sinirlendim bak,"kizgin"
1452,Kedi kulaklý berem olsa her þey daha güzel olacakmýþ gibi ,"mutlu"
1453,Dünyada hala tatlý þeylerin olduðunu görmek mutluluk verici,"mutlu"
1454,Babam ve halamlar geliyormuþ sürpriz yapacaklarmýþ gerçekten sürpriz oldu ??,"surpriz"
1455,Bugün doðan herkesin doðum günü kutlu olsun,"mutlu"
1456,"Saatlerdir yataktan kalkýp duþ alayým diye uðraþýyorum, kalkamýyorum delireceðim","kizgin"
1457,"Baktýrdýðým fallarýn baþý çýkýyor sonu çýkmýyor, falcý bacý ve falaaddine bir miktar kýrgýným","uzgun"
1458,Kendime yeni bir ben lazým yeterince yýprandým.,"uzgun"
1459,Bugün kendime bir sürpriz yaptým,"surpriz"
1460,"Aaa oturabildim, ben þok","surpriz"
1461,Keþke verdiðimiz deðere biraz olsun deðseniz,"uzgun"
1462,Ciddi olamazsýn ben bunu nasýl fark edemedim bütün sihri bozdun,"surpriz"
1463,De Jong transferine epey sevindim. Çok yararlý olacaðýný düþünüyorum. Oyunda bir Melo olmasa da Melo yýrtýcýlýðýnýn üzeride olacaktýr.,"mutlu"
1464,Ýlk kez Ýstanbula gelip zamanýmý güzel deðerlendirdim sanýrým Dolu dolu geçti 4 gün Seri bitti çabuk döndüm Yarýn yayýn ,"mutlu"
1465,Griye boyanmýþ sabahta bu ne güzel sürpriz... ,"surpriz"
1466,Oha bu nasýl bir skandal ya inanmýyorum,"surpriz"
1467,Bugün çok güldüm baþýma birþey gelecek,"mutlu"
1468,teyzemin evi hayalet ev gibi arkadaþ ürktüm,"korku"
1469,Bir bölüm daha diye diye sabah olmuþ. Çok piþmaným.,"uzgun"
1470,Kedilerin hýzlý hýzlý yürümesi çok komik ya nereye yetiþicen annem,"mutlu"
1471,Böcek hala odamda býrr ürktüm,"korku"
1472,Þehri labirent gibi yapmýþlar amýna koyum çok sinirliyim,"kizgin"
1473,5gb dün geceden bugüne bitti turkcelli allah alsýn yani þu an çok kizginým,"kizgin"
1474,þunu þöyle yazarken yüreðim parçalandý þu an çok mutsuzum,"uzgun"
1475,Hangi manzaraya aþýk olsam þaþýrdým þu an ???? ,"surpriz"
1476,"Kabus görüp uyandým, saat kaç diye telefona bakýyým dedim iyice korktum. Numeroloji bilen birileri þunu yorumlasýn lütfen. ","korku"
1477,Damanacadan su koyarken her seferinde bardaðý tam doldurma gibi yeteneklerim var harikayým,"mutlu"
1478,Seni kaybedeceðim diye çok korktum,"korku"
1479,"Zaten iðne fobim var, inception gibi sýra içinde sýra yapýp gelirim yapmayýn sayýn kan alýcý bey..","korku"
1480,Her gün kötü bir güne uyanýyoruz bu ülkede ,"uzgun"
1481,O kadar çok özledim ki þu insanlarý ordaki hayatýmýzý. Bazen diyorum ki keþke týp okusaydýk 2 senemiz daha olurdu. ,"uzgun"
1482,3 gündür staj için aðýr ve tehlikeli iþlerde çalýþabilir raporu almaya çalýþýyorum bu iþten korkuyorum,"korku"
1483,Orta sahada Hasan Ali oynuyor ciddi olamazsýn Aykut hoca,"surpriz"
1484,Herkes bir yerlere çekip gitmek istiyor amk tutan mý var lan diye baðýracaðým sonunda,"kizgin"
1485,"Ýçimizdeki þeytaný çok severek okudum,çok teþekkür ederim öneri için","mutlu"
1486,Tam rüyanýn ortasýnda annem uyandýrdý. Agresifim bugün,"kizgin"
1487,Resim paylaþmayýn Allah'ýn cezalarý resim paylaþmayýn delireceðim yapmayýn,"kizgin"
1488,Derslerimin iyi olmasýyla hayatýmýn eðlenceli olmasý ters orantýlý,"mutlu"
1489,Redbull'un websitesinden yaptýðý 'online konser'ler harika fikir... Kimin aklýna geldiyse helal olsun... ,"mutlu"
1490,Kopyasýz matematik sýnavýndan 68 aldým kendimi Harika hissediyorum :3,"mutlu"
1491,Bu kadar erken kalktýðýma ben de hayret ettim.,"surpriz"
1492,"Sabahtan beri, hani kel alaka misali bugün günlerden Pazar sanýyorum ve mutlu Pazarlar diye de tweet attým, þu an ben þok","surpriz"
1493,Ýyilik hali indirimi bile yapýlmamýþ gözlerime inanamadým,"surpriz"
1494,"her gecenin göðsünde ayrý bir hüzün yatar; ah ne uzundur kuþatýlanýn gecesi, sarmalayamadýðýndan... ","uzgun"
1495,Hepinize az biraz kýrgýným kediler üzerine alýnmasýn.,"uzgun"
1496,Rüyamda depresyona girip saçlarýmý çok kýsa bir þekilde kestiriyordum çok korkunçtu kitap yazmayý düþünüyorum,"korku"
1497,Fatma teyze bugün ne kadar güzel olmuþ bayýldým ,"mutlu"
1498,Ve annesi o sarý saçlý mavi gözlü bebekle ilgilenmemi istedi. Çok mutluyum þu an... ,"mutlu"
1499,Þimdi burda bi küfür edeceðim 150 kiþi takipten çýkacak o kadar doluyum,"kizgin"
1500,Tivitýrým bir kaç dakikalýðýna çalýnmýþ Allahým çok korktum,"korku"
1501,Sinirlenemiyor oluþuma kizginým,"kizgin"
1502,Bir depo benzine 1000? veriyordum. Arabaya geçip aðladým. Kabus görmüþüm bildiðin ,"korku"
1503,Öyle sinirli uyandým ki yastýða falan yumruk atacaðým dayak yemek isteyen beni bulsun,"kizgin"
1504,aykut kocaman takýmýn baþýnda haberiyle uyandým ya çok mutsuzum,"uzgun"
1505,Ýtlik olsun diye parfümünu üstüme boca ettim þimdi de çok güzel kokuyo amq diyip aðlýyorum,"uzgun"
1506,"Allah’ýmm çok mutluyum her geçen gün daha güzel, daha nasýl þükredebilirim acaba","mutlu"
1507,Bu duygularý kaybettiðimiz için çok uzgunüm. ,"uzgun"
1508,Gerçekden dondum kaldým .arabayý park edip hemde o gördüðümüz parka .baþý önünde eve gidiyormuþ.,"surpriz"
1509,Her gün birilerine yol vermekten sýkýldým uzun bir süre tek kalmayý tercih ediyorum,"uzgun"
1510,Biri þu uykumu getirsin küfür edeceðim,"kizgin"
1511,Fark ettim de bugün kendi fotoðrafýmý atmamýþým ya hayret ,"surpriz"
1512,Bu ara hiç iyi uyuyamýyorum çok mutsuzum,"uzgun"
1513,Ciddi bir sürpriz oldu :). Maþallah Kerem Bey. Sözleri de güzel olmuþ. Piyano eðitimini ne ara aldýnýz? :),"surpriz"
1514,"Pes etmiyorum ama boþa çabaladýðýmý hissediyorum, yoruldum anlayabiliyor musun ?","uzgun"
1515,Bence survivor gönüllülerinden en güçlü bu olucak korktum,"korku"
1516,sinir hastasý bir köpek olmaktan gerçekten býktým artýk,"uzgun"
1517,Yok artýk inanmam yalanlarýna geldi sayende aklým baþýma,"surpriz"
1518,Çevremdeki insanlarýn beni eskisi kadar sevmediðini hissediyorum bu harika bir duygu,"mutlu"
1519,Neden yýkýlan köprüleri hep ben inþa ediyorum... Neden bir tuðla da siz koymuyor sunuz?? Yoruldum…Gerçekten yoruldum..,"uzgun"
1520,Eski fotoðraflara baktým evrim geçirmiþim kimler varmýþ kimler yok olmuþ hüzün kapladý içimi..,"uzgun"
1521,23 kasýmda harika bir konser var. Rastak grubu bostancý gösteri merkezine geliyor,"mutlu"
1522,Çocuk gibi aklýnýza gülüyorum sadece,"mutlu"
1523,En güzel öðretmenler günü hediyem; Halil Sezai Konser biletiydi. Harika bi gece geçirdim.,"mutlu"
1524,Neden herkes farklý þekilde tavla oynamayý öðrenmiþ delireceðim,"kizgin"
1525,Otu boku ünlü yaptýnýz saçma sapan tripler çekiyoruz.,"kizgin"
1526,"Vagner Love’un eþi: ""Mükemmel hayata Merhaba""","mutlu"
1527,Geceleri acýkmaktan ve yavaþ yürüyen insanlardan nefret ediyorum,"kizgin"
1528,Çok korkutucu deðil mi adamýn yerinde olmak istemezdim ürktüm yani ,"korku"
1529,Ben bugün oturdum 'ya ben kötü biriysem' diye endiþelendim.,"korku"
1530,Tanrým kafayý yemek üzereyim ,"kizgin"
1531,Büyük küfür edeceðim zor tutuyorum kendimi,"kizgin"
1532,Ben olduðum yere çivilendim resmen dondum kaldým çok baþarýlý ,"surpriz"
1533,Adam gibi adam koca yürekli abim doðum günün kutlu olsun,"mutlu"
1534,"Seni seviyorum diyenin sevgisinden þüphe et, çünkü aþk sessiz, sevgi dilsizdir.","mutlu"
1535,Ne diyosun ya korktum þu an bir daha yapma öyle kahve,"korku"
1536,Gerizekalý twitter neden kasýyorsun,"kizgin"
1537,"Olacaðý varsa oluyor ya hani, biteceði varsa da bitsin, yoruldum.","uzgun"
1538,sürekli sinirleniyorum artýk akýþýna býraktým neye sinirlendiðimi falan bilmiyorum,"kizgin"
1539,Ya mal mal konuþma diyip tokat atmak istiyorum yüzünü bana çevirir misin lütfen,"kizgin"
1540,Çok güldüm inþallah baþýma gelmez,"mutlu"
1541,23 Nisan Ulusal Egemenlik ve Çocuk bayramýmýz kutlu olsun Ayrýca tüm müslüman aleminin Regaip Kandilini kutlarým ,"mutlu"
1542,kendi saçým yerine teyzemin dibini açtým daha çok eðlendim,"mutlu"
1543,Bazen yerli bazen yersiz ve haksýz ama neticede geliþen linç kültürü ürkütücü,"korku"
1544,"Bildiðim tek þey fazlasýyla yýprandým, fazlasýyla tükendim. senelerce beklemek beni yordu çok yordu. hayal ettiðim o güzel günler gelsin artk","uzgun"
1545,Akdeniz üniversitesi'nde bir erkek doktora aþýk oldum resmen,"mutlu"
1546,Ya insan insaný bu kadar hýzlý nasýl satar þaþýrdým :) ,"surpriz"
1547,Bu bir rüya uyan diye diye uyandýðým feci bir kabus gördüm az önce. Bir daha ölene kadar uyumak istemiyorum çünkü korku,"korku"
1548,"Herþey bir yanada þu anda bizi kazanmak için çalýþan liseli gençler var, insan gerçekten hayret ediyor","surpriz"
1549,Son yýllarýn en güzel günüydü Günümü güzelleþtiren herkese bir o 7 Haftaya efsane video Vaziyet alan ,"mutlu"
1550,Yarýn Trabzon'dan ayrýlýyorum yataðýmda son gecem hüzünlüyüm,"uzgun"
1551,Gece gece ödüm koptu karanlýkta birden çýktý böyle ay kalbim ,"korku"
1552,"Seni kaybetmekten o kadar korktum ki, kaybettim.","korku"
